"start" "end" "total.SNPs" "total.Bases" "depth" "unique.SNPs" "dhSNPs" "reference.Bases" "Theta" "Pi" "Heterozygosity" "X.GC" "Recombination" "Divergence" "Constraint" "SNPs"
"941" 995001 996000 22 5214 5.24 11 6 996 37.039 45.027 42.192 49.1491 0.003134436 0.0254902 0 0
"942" 996001 997000 19 7649 7.65 6 3 1000 20.697 19.246 24.185 48.2482 0.003135248 0.009009009 0 2
"943" 997001 998000 12 7349 7.35 5 2 1000 18.236 16.768 15.648 40.04 0.00314619 0.01001001 0 1
"944" 998001 999000 10 8278 8.28 4 2 1000 15.441 15.511 11.477 44.7447 0.003132546 0.006006006 0 1
"945" 999001 1000000 8 6484 6.48 5 1 1000 20.265 16.042 12.338 37.6376 0.003132529 0.01001001 0 0
"946" 1000001 1001000 9 7848 7.85 1 1 1000 4.722 6.422 11.468 39.8398 0.003132529 0.006006006 0 0
"947" 1001001 1002000 2 7706 7.71 2 0 1000 8.996 4.731 2.595 37.2372 0.003132529 0.006006006 0 0
"948" 1002001 1003000 12 8566 8.57 3 2 1000 11.158 10.491 14.301 40.9409 0.003132529 0.01301301 0 0
"949" 1003001 1004000 9 7646 7.65 2 1 1000 6.273 6.481 12.098 42.9429 0.003132529 0.01401401 0 0
"950" 1004001 1005000 23 9249 9.25 8 4 1000 27.658 29.247 25.138 47.8478 0.003330083 0.02202202 0 4
"951" 1005001 1006000 7 6122 6.12 4 2 1000 16.293 15.9 10.618 48.7487 0.003941351 0.01201201 0 0
"952" 1006001 1007000 5 7036 7.04 4 1 1000 14.313 11.565 7.107 42.8428 0.003941351 0.01501502 0 0
"953" 1007001 1008000 10 12476 12.48 2 1 1000 5.951 6.349 7.615 38.3383 0.003941351 0.02102102 0 0
"954" 1008001 1009000 3 7965 7.96 3 0 1000 11.036 6.691 3.767 42.5425 0.003941351 0.01201201 0 0
"955" 1009001 1010000 6 9381 9.38 3 1 1000 10.692 8.566 5.863 43.5435 0.003941351 0.01001001 0 0
"956" 1010001 1011000 7 7845 7.84 3 1 1000 12.147 11.071 8.605 46.4464 0.003941351 0.01301301 0 0
"957" 1011001 1012000 5 8241 8.24 4 0 1000 12.842 9.034 5.764 44.044 0.003941351 0.02302302 0 0
"958" 1012001 1013000 10 6896 6.9 5 2 1000 18.755 16.038 15.045 52.0521 0.003941351 0.009009009 0 0
"959" 1013001 1014000 18 10689 10.69 5 3 1000 16.927 19.643 16.839 46.8468 0.00662352 0.01301301 0 1
"960" 1014001 1015000 5 10562 10.56 3 1 1000 11.863 7.487 4.26 45.8458 0.009144238 0.02002002 0 0
"961" 1015001 1016000 8 7980 7.98 3 2 1000 10.634 11.428 10.495 47.3473 0.01307829 0.01201201 0 2
"962" 1016001 1017000 12 8674 8.67 2 0 1000 7.82 4.187 13.691 45.045 0.01535497 0.009009009 0 0
"963" 1017001 1018000 20 8422 8.42 6 5 1000 20.879 25.752 23.34 44.044 0.01548343 0.01101101 0 2
"964" 1018001 1019000 6 8714 8.71 3 1 1000 10.457 9.499 6.599 48.3483 0.01565125 0.01001001 0 0
"965" 1019001 1020000 19 8053 8.05 7 2 1000 27.933 23.271 22.973 54.5546 0.01565125 0.01601602 0 0
"966" 1020001 1021000 1 6983 6.98 1 0 1000 2.343 2.148 1.432 51.3514 0.01565125 0.01601602 0 0
"967" 1021001 1022000 2 9930 9.93 2 0 1000 6.583 3.597 2.014 49.1491 0.01565125 0.01301301 0 0
"968" 1022001 1023000 5 6965 6.96 3 1 1000 12.728 10.842 7.179 50.3504 0.00313675 0.006006006 0 1
"969" 1023001 1024000 20 7216 7.22 4 2 1000 16.279 18.664 27.37 49.6496 0.000747397 0.01001001 0 2
"970" 1024001 1025000 2 5122 5.12 1 1 1000 5.459 5.916 3.904 52.953 0.000736208 0.008008008 0 0
"971" 1025001 1026000 4 8493 8.49 3 0 1000 9.204 7.245 4.415 47.8478 0.0017875 0.008008008 0 1
"972" 1026001 1027000 16 10919 10.92 6 3 1000 19.065 16.765 15.053 51.1512 0.00366906 0.01701702 0 1
"973" 1027001 1028000 1 10164 10.16 1 0 1000 4.022 1.827 0.984 52.2523 0.004937435 0.01601602 0 0
"974" 1028001 1029000 0 7885 7.88 0 0 1000 0 0 0 47.8478 0.004937435 0.01401401 0 0
"975" 1029001 1030000 6 8660 8.66 2 2 1000 8.464 10.208 6.784 47.2472 0.004935133 0.02531646 0 1
"976" 1030001 1031000 13 10028 10.03 3 0 1000 11.394 5.511 12.964 46.9469 0.004924143 0.02934537 0 0
"977" 1031001 1032000 4 10182 10.18 4 0 1000 11.795 7.003 3.928 46.4464 0.004924143 0.01901902 0 0
"978" 1032001 1033000 5 8264 8.26 2 1 1000 7.047 8.178 5.748 46.1461 0.004924143 0.01201201 0 0
"979" 1033001 1034000 17 7951 7.95 13 1 1000 49.87 32.04 21.852 43.4434 0.004919129 0.01201201 0 2
"980" 1034001 1035000 33 11129 11.13 9 6 1000 30.465 32.14 29.638 47.6476 0.00455658 0.006006006 0 2
"981" 1035001 1036000 19 9461 9.46 6 5 1000 17.34 21.476 20.346 46.4464 0.003901576 0.01301301 0 1
"982" 1036001 1037000 40 9405 9.4 11 9 1000 37.597 48.041 42.531 46.1461 0.003889256 0.01801802 0 2
"983" 1037001 1038000 4 7332 7.41 3 0 990 7.934 6.239 4.773 42.9429 0.00389141 0.008008008 0 0
"984" 1038001 1039000 15 7018 7.02 3 2 1000 13.081 17.609 20.661 45.045 0.003676959 0.01401401 0 2
"985" 1039001 1040000 6 7987 7.99 1 1 1000 4.275 6.829 7.512 43.7437 0.003636953 0.01601602 0 0
"986" 1040001 1041000 15 9156 9.16 4 2 1000 14.227 12.205 16.656 43.6436 0.003259524 0.01201201 0 1
"987" 1041001 1042000 14 9846 9.85 5 2 1000 18.365 18.296 13.711 37.3373 0.002279005 0.01501502 0 1
"988" 1042001 1043000 1 9137 9.14 1 0 1000 2.902 1.911 1.094 34.7347 0.000621167 0.01001001 0 0
"989" 1043001 1044000 26 8339 8.34 3 0 1000 10.949 6.437 30.581 40.2402 0.000128349 0.02002002 0 1
"990" 1044001 1045000 5 8915 8.92 3 1 1000 10.228 7.966 5.048 35.035 7.84e-05 0.01101101 0 0
"991" 1045001 1046000 23 9885 9.9 5 2 998 16.806 13.651 23.521 40.04 7.84e-05 0.01701702 0 0
"992" 1046001 1047000 27 8332 8.41 6 0 991 22.319 12.821 32.854 33.1331 7.84e-05 0.01619433 0 2
"993" 1047001 1048000 23 7576 7.58 6 2 1000 22.946 18.588 30.194 42.9429 7.91e-05 0.01259446 0 0
"994" 1048001 1049000 19 9810 9.81 2 0 1000 6.62 3.675 19.113 35.5355 7.88e-05 0.01259446 0 1
"995" 1049001 1050000 15 8696 8.7 2 0 1000 6.41 4.032 17.537 47.4474 7.82e-05 0.01259446 0 1
"996" 1050001 1051000 18 9770 9.79 2 0 998 6.444 3.664 17.912 41.8418 7.82e-05 0.01259446 0 0
"997" 1051001 1052000 4 10175 10.18 1 1 1000 2.893 4.368 3.931 42.3423 7.82e-05 0.01259446 0 0
"998" 1052001 1053000 20 8109 8.11 4 0 1000 14.471 8.749 24.588 37.037 7.82e-05 0.01259446 0 0
"999" 1053001 1054000 7 7217 7.22 2 0 1000 6.584 4.746 9.006 37.2372 7.82e-05 0.01259446 0 0
"1000" 1054001 1055000 10 5892 5.9 2 0 999 7.434 5.658 16.974 46.046 0.00019648 0.01259446 0 1
"1001" 1055001 1056000 12 8145 8.19 3 0 995 11.408 6.605 14.809 42.1421 0.000281 0.01259446 0 1
"1002" 1056001 1057000 11 4783 4.78 3 0 1000 10.966 9.662 22.999 52.0521 0.000329757 0.01259446 0 1
"1003" 1057001 1058000 17 8841 8.84 3 2 1000 11.335 11.181 19.654 45.4454 0.000355489 0.01259446 0 2
"1004" 1058001 1059000 25 9676 9.68 3 1 1000 10.994 8.367 25.45 42.042 0.000290262 0.01096892 0 1
"1005" 1059001 1060000 18 9891 9.89 6 3 1000 21.502 22.186 18.199 38.3383 0.000285966 0.004004004 0 0
"1006" 1060001 1061000 0 8716 8.72 0 0 1000 0 0 0 40.4404 0.000285966 0.01001001 0 0
"1007" 1061001 1062000 11 6384 6.38 3 1 1000 11.912 11.658 17.035 42.6426 0.000286136 0.01001001 0 2
"1008" 1062001 1063000 13 11004 11 4 3 1000 13.063 14.09 11.814 44.044 0.000286266 0.01401401 0 1
"1009" 1063001 1064000 12 9867 9.87 2 2 1000 7.531 6.797 12.415 42.042 0.000285758 0.01101101 0 1
"1010" 1064001 1065000 10 6936 6.94 2 1 1000 7.569 9.118 13.697 40.8408 0.000286061 0.01401401 0 1
"1011" 1065001 1066000 2 5933 5.93 2 0 1000 8.678 5.839 3.371 47.7477 0.000286097 0.01001001 0 0
"1012" 1066001 1067000 3 6992 6.99 3 0 1000 12.105 7.524 4.291 48.5485 0.000286097 0.01301301 0 0
"1013" 1067001 1068000 1 7394 7.39 1 0 1000 3.732 2.387 1.353 45.5455 0.000286097 0.01019253 0 0
"1014" 1068001 1069000 1 7169 7.17 1 0 1000 4.191 2.496 1.395 45.045 0.000286097 0.02102102 0 0
"1015" 1069001 1070000 12 9208 9.21 3 0 1000 9.168 5.582 12.761 38.1381 0.000286097 0.01301301 0 0
"1016" 1070001 1071000 3 9527 9.53 3 0 1000 8.869 5.542 3.149 44.8448 0.000286097 0.009009009 0 0
"1017" 1071001 1072000 5 7749 7.75 1 1 1000 3.358 3.762 6.937 42.6426 0.000286097 0.01724138 0 0
"1018" 1072001 1073000 2 9117 9.12 1 0 1000 2.855 2.972 1.92 34.8348 0.000301976 0.008008008 0 1
"1019" 1073001 1074000 26 14894 14.89 2 1 1000 9.014 4.881 17.121 36.9369 0.000303664 0.005268704 0 0
"1020" 1074001 1075000 14 7195 7.2 3 1 1000 12.266 9.741 19.979 38.5385 0.000569859 0.006006006 0 1
"1021" 1075001 1076000 0 7791 7.81 0 0 998 0 0 0 39.6396 0.000686295 0.006006006 0 0
"1022" 1076001 1077000 9 6193 6.19 3 0 1000 11.958 9.374 13.726 36.9369 0.000686295 0.01201201 0 0
"1023" 1077001 1078000 10 7349 7.35 3 0 1000 12.24 7.242 12.927 29.7297 0.000686295 0.008008008 0 0
"1024" 1078001 1079000 23 10164 10.16 2 0 1000 7.255 3.614 22.229 37.8378 0.000686295 0.009009009 0 0
"1025" 1079001 1080000 40 9688 9.75 8 3 994 27.889 23.339 40.836 41.7417 0.000686295 0.01301301 0 0
"1026" 1080001 1081000 1 6354 6.35 1 0 1000 4.415 2.783 1.574 49.2492 0.000686295 0.01398601 0 0
"1027" 1081001 1082000 19 7818 7.82 4 1 1000 15.568 12.97 23.903 51.952 0.00276018 0.01601602 0 2
"1028" 1082001 1083000 1 8746 8.75 1 0 1000 3.026 1.981 1.143 40.1401 0.00367082 0.01301301 0 0
"1029" 1083001 1084000 1 6417 6.42 1 0 1000 4.515 2.766 1.558 46.8468 0.00367082 0.01301301 0 0
"1030" 1084001 1085000 10 6941 6.94 4 2 1000 16.603 16.536 13.687 52.1522 0.00362997 0.008008008 0 2
"1031" 1085001 1086000 20 6357 6.36 8 1 1000 30.432 25.738 31.856 43.4434 0.002114288 0.01901902 0 1
"1032" 1086001 1087000 0 7699 7.7 0 0 1000 0 0 0 45.6456 0.000980422 0.01901902 0 0
"1033" 1087001 1088000 7 9106 9.11 5 1 1000 18.452 13.547 7.962 35.6356 0.000980422 0.006006006 0 0
"1034" 1088001 1089000 7 8871 8.87 6 0 1000 22.901 14.509 8.172 46.3463 0.000980422 0.02402402 0 0
"1035" 1089001 1090000 11 7096 7.1 6 2 1000 23.222 22.38 14.797 55.0551 0.001264248 0.01901902 0 2
"1036" 1090001 1091000 6 2271 2.28 6 0 997 31.909 29.475 26.426 53.3534 0.00156024 0.01451451 0 0
"1037" 1091001 1092000 13 5930 5.94 6 1 998 23.997 19.079 22.343 47.4474 0.003817859 0.01001001 0 1
"1038" 1092001 1093000 17 8560 8.56 4 2 1000 15.041 15.819 20.151 44.5445 0.004111554 0.006006006 0 0
"1039" 1093001 1094000 16 8737 8.74 5 2 1000 18.205 17.303 18.171 46.046 0.004110009 0.01301301 0 1
"1040" 1094001 1095000 33 6326 6.33 9 2 1000 35.519 33.395 51.965 62.963 0.003095092 0.02002002 242 3
"1041" 1095001 1096000 13 7516 7.52 3 0 1000 11.385 7.951 16.63 50.2503 0.000132146 0.01801802 0 1
"1042" 1096001 1097000 9 8320 8.32 2 1 1000 8.282 7.439 10.817 45.6456 0.000131574 0.01601602 0 0
"1043" 1097001 1098000 6 8160 8.16 1 0 1000 3.001 2.101 7.353 42.042 0.000131407 0.008008008 0 1
"1044" 1098001 1099000 2 9092 9.09 2 0 1000 8.588 4.063 2.2 45.6456 0.000131218 0.01601602 0 0
"1045" 1099001 1100000 12 8145 8.15 7 2 1000 25.34 22.349 15.04 35.8358 0.000131264 0.01701702 0 3
"1046" 1100001 1101000 12 12208 12.27 3 2 995 9.516 8.784 9.42 36.9369 0.000131261 0.01001001 0 0
"1047" 1101001 1102000 12 9023 9.02 3 0 1000 10.503 5.982 12.988 43.1431 0.000131261 0.008008008 153 0
"1048" 1102001 1103000 0 8433 8.43 0 0 1000 0 0 0 44.9449 0.000131261 0.009009009 0 0
"1049" 1103001 1104000 13 7864 7.86 2 2 1000 8.963 11.553 15.896 41.041 0.000132238 0.01001001 83 1
"1050" 1104001 1105000 7 6689 6.69 2 0 1000 6.853 5.044 10.465 43.6436 0.000132584 0.01101101 0 0
"1051" 1105001 1106000 5 11157 11.16 3 1 1000 10.034 7.468 4.482 39.8398 0.000132584 0.01401401 0 0
"1052" 1106001 1107000 13 10353 10.35 5 1 1000 16.006 11.491 12.315 48.3483 0.000134769 0.02002002 0 2
"1053" 1107001 1108000 4 8855 8.85 2 1 1000 7.236 6.732 4.517 41.6416 0.000142373 0.02202202 0 1
"1054" 1108001 1109000 10 6592 6.59 9 1 1000 34.444 24.651 15.169 36.4364 0.000142058 0.01601602 0 0
"1055" 1109001 1110000 12 14376 14.42 8 2 997 16.88 12.781 7.999 29.8298 0.000142058 0.01201201 0 0
"1056" 1110001 1111000 8 7786 7.79 4 1 1000 18.297 11.225 10.275 53.6537 0.000142058 0.01001001 467 0
"1057" 1111001 1112000 6 11145 11.14 2 2 1000 6.346 7.381 5.159 44.8448 0.000142058 0.006928406 0 0
"1058" 1112001 1113000 0 9088 9.09 0 0 1000 0 0 0 35.4354 0.000142058 0.008008008 0 0
"1059" 1113001 1114000 13 6774 6.77 5 1 1000 18.144 13.659 19.191 33.3333 0.000142058 0.01246106 0 0
"1060" 1114001 1115000 11 6757 6.76 3 2 1000 12.553 12.654 15.539 45.2452 0.000142058 0.01462766 0 0
"1061" 1115001 1116000 8 8940 8.94 7 1 1000 23.891 15.098 8.948 38.038 0.000142058 0.01501502 0 0
"1062" 1116001 1117000 1 10270 10.27 1 0 1000 3.547 1.785 0.974 34.034 0.000142058 0.01301301 0 0
"1063" 1117001 1118000 7 9026 9.03 3 0 1000 10.419 5.9 7.755 38.4384 0.000142058 0.01501502 0 0
"1064" 1118001 1119000 2 8167 8.17 2 0 1000 6.362 4.077 2.449 37.4374 0.000142058 0.01301301 0 0
"1065" 1119001 1120000 20 9249 9.25 6 3 1000 19.667 21.277 21.084 41.7417 0.000142058 0.02002002 0 0
"1066" 1120001 1121000 21 8170 8.17 3 1 1000 10.811 10.196 25.397 43.043 0.00014781 0.01601602 0 1
"1067" 1121001 1122000 27 8814 8.81 5 3 1000 18.996 18.651 30.635 47.1471 0.000682524 0.01801802 0 2
"1068" 1122001 1123000 18 7132 7.13 7 2 1000 26.735 22.068 24.668 46.4464 0.001685474 0.02102102 0 0
"1069" 1123001 1124000 5 7343 7.34 3 1 1000 12.055 9.91 6.81 46.9469 0.005376959 0.01501502 0 1
"1070" 1124001 1125000 6 11267 11.27 5 1 1000 16.662 9.559 5.325 30.8308 0.00542184 0.01001001 0 0
"1071" 1125001 1126000 12 7974 7.97 6 2 1000 20.991 18.889 14.422 42.9429 0.00542184 0.01423488 0 0
"1072" 1126001 1127000 8 8899 8.9 5 1 1000 18.02 13.929 9.411 33.3333 0.00542184 0.01501502 0 0
"1073" 1127001 1128000 4 9158 9.16 3 0 1000 11.725 6.87 3.822 39.2392 0.00542184 0.004004004 0 0
"1074" 1128001 1129000 3 9333 9.42 2 1 991 6.878 5.332 3.214 40.4404 0.00542184 0.01101101 0 0
"1075" 1129001 1130000 7 8697 8.7 4 1 1000 14.65 13.416 8.48 36.6366 0.005140414 0.01101101 0 1
"1076" 1130001 1131000 6 7735 7.74 2 2 1000 8.397 10.803 7.595 45.1451 0.001316235 0.009009009 0 1
"1077" 1131001 1132000 11 9032 9.03 4 2 1000 15 15.022 12.317 39.8398 0.0004079 0.009009009 0 0
"1078" 1132001 1133000 13 9871 9.87 5 3 1000 15.075 15.979 13.423 37.6376 0.0004079 0.01201201 0 0
"1079" 1133001 1134000 1 9601 9.6 1 0 1000 3.378 1.885 1.042 39.1391 0.0004079 0.02002002 0 0
"1080" 1134001 1135000 3 9343 9.34 3 0 1000 10.595 5.817 3.211 45.6456 0.0004079 0.01001001 0 0
"1081" 1135001 1136000 5 7937 7.94 3 1 1000 12.257 9.971 6.221 47.1471 0.000407766 0.01801802 0 1
"1082" 1136001 1137000 0 7999 8 0 0 1000 0 0 0 52.5526 0.000407412 0.02857143 0 0
"1083" 1137001 1138000 0 9364 9.36 0 0 1000 0 0 0 45.2452 0.000407412 0.01501502 0 0
"1084" 1138001 1139000 0 9344 9.34 0 0 1000 0 0 0 40.6406 0.000407412 0.01101101 54 0
"1085" 1139001 1140000 1 10194 10.19 1 0 1000 3.793 1.811 0.981 49.6496 0.000407412 0.01301301 39 0
"1086" 1140001 1141000 1 9316 9.32 1 0 1000 3.91 1.968 1.073 55.0551 0.000407412 0.01501502 447 0
"1087" 1141001 1142000 9 9124 9.12 4 1 1000 15.115 12.396 9.847 48.048 0.000408555 0.01001001 999 1
"1088" 1142001 1143000 9 8384 8.38 4 1 1000 14.783 13.812 11.182 41.4414 0.000481583 0.01101101 954 2
"1089" 1143001 1144000 1 6397 6.4 1 1 1000 4.371 2.747 1.563 39.3393 0.000584101 0.01401401 0 2
"1090" 1144001 1145000 1 9340 9.34 1 0 1000 4.461 1.991 1.071 46.4464 0.000638394 0.01501502 0 1
"1091" 1145001 1146000 0 4967 4.97 0 0 1000 0 0 0 47.5475 0.000638394 0.02102102 0 0
"1092" 1146001 1147000 11 8355 8.35 6 3 1000 21.446 20.233 13.615 48.9489 0.000709292 0.01301301 0 1
"1093" 1147001 1148000 8 6871 6.87 6 1 1000 23.127 18.576 12.007 53.3534 0.000856254 0.008139535 0 1
"1094" 1148001 1149000 12 11403 11.4 4 2 1000 13.45 13.36 10.085 48.048 0.002899086 0.01760563 0 1
"1095" 1149001 1150000 1 7536 7.54 1 0 1000 3.326 2.3 1.327 51.8519 0.003478909 0.008008008 0 0
"1096" 1150001 1151000 2 5831 5.83 1 0 1000 4.299 4.116 2.573 53.1532 0.003478909 0.02536232 0 0
"1097" 1151001 1152000 0 5249 5.25 0 0 1000 0 0 0 51.7518 0.003478909 0.03141361 0 0
"1098" 1152001 1153000 1 5964 5.96 1 0 1000 5.09 2.991 1.677 50.0501 0.003478909 0.01401401 0 0
"1099" 1153001 1154000 2 4088 4.09 1 1 1000 4.003 4.893 4.893 52.7528 0.004402818 0.00861141 0 1
"1100" 1154001 1155000 6 6839 6.84 4 2 1000 17.708 14.555 8.773 42.8428 0.00842671 0.01201201 0 1
"1101" 1155001 1156000 0 7853 7.85 0 0 1000 0 0 0 50.6507 0.008639633 0.01001001 0 0
"1102" 1156001 1157000 4 6723 6.72 2 1 1000 7.515 7.691 5.95 58.5586 0.013496 0.01201201 786 2
"1103" 1157001 1158000 14 5434 5.43 4 2 1000 18.675 17.136 24.846 50.8509 0.01410493 0.009009009 230 0
"1104" 1158001 1159000 10 10866 10.87 7 2 1000 24.053 15.649 9.548 52.0521 0.01410493 0.008008008 0 0
"1105" 1159001 1160000 2 5917 5.92 1 0 1000 4.819 4.201 2.535 47.4474 0.01410398 0.006006006 586 1
"1106" 1160001 1161000 6 4320 4.32 5 1 1000 21.26 21.067 13.89 68.2683 0.01409134 0.02857143 116 0
"1107" 1161001 1162000 6 3372 3.4 2 1 992 12.245 13.086 16.311 67.5676 0.01408972 0.02780639 0 1
"1108" 1162001 1163000 5 6736 6.74 5 0 1000 18.058 12.65 7.423 53.8539 0.01407287 0.01284797 0 0
"1109" 1163001 1164000 5 4217 4.22 4 1 1000 18.275 17.543 11.857 42.4424 0.01407287 0.01431718 0 0
"1110" 1164001 1165000 3 5407 5.41 3 0 1000 13.341 9.387 5.548 43.6436 0.01407287 0.0147541 0 0
"1111" 1165001 1166000 6 5128 5.13 4 0 1000 14.19 11.984 11.7 44.8448 0.01407287 0.01602564 0 0
"1112" 1166001 1167000 17 9562 9.56 5 1 1000 18.207 11.91 17.78 43.6436 0.01188029 0.01301301 0 1
"1113" 1167001 1168000 10 7201 7.2 4 0 1000 16.546 9.856 13.888 46.2462 0.003740868 0.01601602 0 0
"1114" 1168001 1169000 17 10058 10.06 5 2 1000 16.276 11.436 16.841 44.9449 0.003740868 0.01501502 0 0
"1115" 1169001 1170000 1 8650 8.65 1 0 1000 4.377 2.131 1.156 45.2452 0.003740868 0.01301301 0 0
"1116" 1170001 1171000 11 9729 9.73 4 1 1000 13.06 12.474 10.985 50.2503 0.003740868 0.02602603 0 0
"1117" 1171001 1172000 3 8017 8.02 2 0 1000 7.3 5.783 3.43 50.1502 0.0036664 0.01801802 0 1
"1118" 1172001 1173000 11 7694 7.69 7 2 1000 24.435 21.386 14.297 44.1441 0.002147151 0.01201201 0 2
"1119" 1173001 1174000 3 7047 7.05 3 0 1000 11.41 7.431 4.257 45.5455 0.002008385 0.02202202 0 0
"1120" 1174001 1175000 5 5810 5.81 4 1 1000 15.745 13.369 8.606 47.047 0.002008385 0.02002002 0 0
"1121" 1175001 1176000 3 9773 9.77 2 1 1000 6.462 5.042 3.07 45.7457 0.001611976 0.009009009 0 1
"1122" 1176001 1177000 7 5008 5.01 5 1 1000 24.538 21.357 13.977 43.9439 0.001499371 0.00877193 0 0
"1123" 1177001 1178000 8 10190 10.19 2 2 1000 6.553 9.61 7.605 43.9439 0.001499371 0.01840491 0 0
"1124" 1178001 1179000 8 8442 8.44 5 3 1000 17.141 15.029 9.477 42.6426 0.001497735 0.01601602 0 1
"1125" 1179001 1180000 7 6128 6.13 7 0 1000 27.857 19.579 11.423 49.1491 0.001496946 0.01601602 0 1
"1126" 1180001 1181000 6 7770 7.77 4 1 1000 13.947 11.408 7.722 53.2533 0.001534827 0.01001001 0 2
"1127" 1181001 1182000 7 7820 7.82 4 1 1000 13.338 10.947 8.632 41.6416 0.001573611 0.01401401 0 1
"1128" 1182001 1183000 0 8004 8 0 0 1000 0 0 0 48.1481 0.001577507 0.007007007 0 0
"1129" 1183001 1184000 9 9125 9.12 3 2 1000 10.704 11.872 9.863 43.9439 0.001717316 0.01701702 0 2
"1130" 1184001 1185000 2 7790 7.79 1 1 1000 4.569 4.261 2.567 44.3443 0.001918628 0.01687289 0 0
"1131" 1185001 1186000 2 7335 7.33 2 0 1000 6.666 4.658 2.727 47.8478 0.001918628 0.01101101 0 0
"1132" 1186001 1187000 5 8663 8.66 2 1 1000 7.781 8.169 5.772 40.8408 0.001918628 0.01654412 0 0
"1133" 1187001 1188000 3 7457 7.46 1 1 1000 4.349 5.747 4.023 47.9479 0.001918628 0.02102102 0 0
"1134" 1188001 1189000 6 8422 8.42 6 0 1000 21.806 12.735 7.124 47.3473 0.001918628 0.01703407 0 0
"1135" 1189001 1190000 16 10608 10.61 3 2 1000 11.822 15.092 15.024 33.6336 0.001918628 0.003003003 0 0
"1136" 1190001 1191000 38 7769 7.77 7 6 1000 26.067 34.68 48.268 39.2392 0.001918628 0.01212121 0 0
"1137" 1191001 1192000 8 10475 10.48 4 2 1000 11.234 10.341 7.876 41.6416 0.001918628 0.01504355 0 0
"1138" 1192001 1193000 5 7055 7.05 1 1 1000 3.471 4.05 7.088 53.2533 0.001918628 0.01504355 0 0
"1139" 1193001 1194000 16 10254 10.25 6 2 1000 21.327 19.58 15.603 45.6456 0.001918628 0.01504355 0 0
"1140" 1194001 1195000 23 5943 5.94 6 3 1000 25.361 24.833 38.91 39.8398 0.001918628 0.01504355 0 0
"1141" 1195001 1196000 12 8052 8.05 5 2 1000 16.297 17.328 14.283 37.8378 0.001918628 0.01504355 0 0
"1142" 1196001 1197000 3 6804 6.8 1 1 1000 3.826 4.978 3.674 37.9379 0.001918628 0.01504355 0 0
"1143" 1197001 1198000 4 5060 5.06 3 0 1000 11.766 9.257 7.906 41.9419 0.001918628 0.01504355 0 0
"1144" 1198001 1199000 2 3633 4.88 2 0 745 12.921 9.38 5.505 43.4434 0.001918628 0.01504355 0 0
"1145" 1199001 1200000 1 1877 1.9 1 0 988 5.328 5.328 5.328 50.7508 0.001918628 0.01504355 0 0
"1146" 1200001 1201000 6 5227 5.31 2 1 984 7.809 10.689 12.197 44.7447 0.001918628 0.01607717 0 0
"1147" 1201001 1202000 14 2945 3.84 6 4 767 44.053 50.528 48.394 72.8729 0.001918628 0.03115265 0 0
"1148" 1202001 1203000 8 6892 6.89 5 1 1000 19.215 14.012 11.608 56.8569 0.001918628 0.03308824 0 0
"1149" 1203001 1204000 4 10041 10.04 3 0 1000 10.154 6.983 3.984 32.5325 0.001349143 0.01401401 0 2
"1150" 1204001 1205000 3 7034 7.03 3 0 1000 9.557 7.158 4.265 30.7307 0.00119557 0.01101101 0 0
"1151" 1205001 1206000 8 6868 6.87 4 1 1000 14.841 12.923 11.467 34.8348 0.001111692 0.01189189 0 1
"1152" 1206001 1207000 5 8806 8.81 5 0 1000 18.474 10.239 5.678 31.6316 0.000164731 0.01101101 0 1
"1153" 1207001 1208000 7 9989 9.99 1 1 1000 3.12 3.907 6.726 35.1351 0.000151816 0.01101101 0 0
"1154" 1208001 1209000 5 9744 9.74 4 1 1000 13.683 9.03 5.132 39.5395 0.000151816 0.01956746 0 0
"1155" 1209001 1210000 4 8862 8.86 1 1 1000 2.471 3.291 3.95 35.3353 0.000149934 0.01001001 0 1
"1156" 1210001 1211000 0 4645 4.64 0 0 1000 0 0 0 39.4394 0.000141709 0.01001001 0 0
"1157" 1211001 1212000 2 6876 6.88 2 0 1000 8.822 5.181 2.909 39.4394 0.000141709 0.008008008 0 0
"1158" 1212001 1213000 2 6856 6.86 2 0 1000 8.238 5.147 2.917 36.036 0.000140747 0.005005005 0 1
"1159" 1213001 1214000 0 9818 9.82 0 0 1000 0 0 0 31.1311 0.000137998 0.008008008 0 0
"1160" 1214001 1215000 3 8815 8.81 2 0 1000 6.259 4.503 2.836 35.9359 0.000137998 0.006006006 0 0
"1161" 1215001 1216000 2 8160 8.16 2 0 1000 8.29 4.453 2.451 31.9319 0.000137998 0.007253886 0 0
"1162" 1216001 1217000 12 9446 9.45 4 2 1000 19.249 18.312 12.571 40.5405 0.000137639 0.008008008 0 1
"1163" 1217001 1218000 0 9047 9.05 0 0 1000 0 0 0 41.3413 0.000135507 0.001001001 0 0
"1164" 1218001 1219000 0 8634 8.63 0 0 1000 0 0 0 37.037 0.000135507 0.007007007 0 0
"1165" 1219001 1220000 1 9527 9.53 1 0 1000 4.186 1.942 1.05 34.3343 0.000135507 0.005005005 0 0
"1166" 1220001 1221000 1 8591 8.59 1 0 1000 4.312 2.137 1.164 32.032 0.000135507 0.004004004 0 0
"1167" 1221001 1222000 2 8968 8.97 2 0 1000 6.743 3.984 2.23 38.2382 0.000135511 0.007007007 0 1
